timestamp,ix,iy,file
2025-11-06T14:01:11.973,5,0,D:\Data\2025-11-6\Image_2025-11-6_Img0359.txt
2025-11-06T14:01:52.115,6,0,D:\Data\2025-11-6\Image_2025-11-6_Img0360.txt
2025-11-06T14:02:33.572,6,1,D:\Data\2025-11-6\Image_2025-11-6_Img0361.txt
2025-11-06T14:03:13.487,6,2,D:\Data\2025-11-6\Image_2025-11-6_Img0362.txt
2025-11-06T14:03:53.434,6,3,D:\Data\2025-11-6\Image_2025-11-6_Img0363.txt
2025-11-06T14:04:33.672,6,4,D:\Data\2025-11-6\Image_2025-11-6_Img0364.txt
2025-11-06T14:05:13.835,6,5,D:\Data\2025-11-6\Image_2025-11-6_Img0365.txt
2025-11-06T14:05:54.314,6,6,D:\Data\2025-11-6\Image_2025-11-6_Img0366.txt
2025-11-06T14:06:34.935,6,7,D:\Data\2025-11-6\Image_2025-11-6_Img0367.txt
2025-11-06T14:07:15.153,7,7,D:\Data\2025-11-6\Image_2025-11-6_Img0368.txt
2025-11-06T14:07:54.835,7,6,D:\Data\2025-11-6\Image_2025-11-6_Img0369.txt
2025-11-06T14:08:35.713,7,5,D:\Data\2025-11-6\Image_2025-11-6_Img0370.txt
2025-11-06T14:09:15.619,7,4,D:\Data\2025-11-6\Image_2025-11-6_Img0371.txt
2025-11-06T14:09:56.289,7,3,D:\Data\2025-11-6\Image_2025-11-6_Img0372.txt
2025-11-06T14:10:36.410,7,2,D:\Data\2025-11-6\Image_2025-11-6_Img0373.txt
2025-11-06T14:11:16.804,7,1,D:\Data\2025-11-6\Image_2025-11-6_Img0374.txt
2025-11-06T14:11:57.466,7,0,D:\Data\2025-11-6\Image_2025-11-6_Img0375.txt
